subject,verb,score,priming_amount,group,modality,test,trial_order,time,cloze,wmc,rec_pre
118,wash,1,72,exp,CMC,prod3,5,post1,23,73,5
118,pump,1,72,exp,CMC,prod3,6,post1,23,73,5
118,perform,1,72,exp,CMC,prod3,7,post1,23,73,5
118,stack,1,72,exp,CMC,prod3,8,post1,23,73,5
118,measure,1,72,exp,CMC,prod3,9,post1,23,73,5
118,pour,1,72,exp,CMC,prod3,10,post1,23,73,5
118,have,1,72,exp,CMC,prod3,11,post1,23,73,5
118,wipe,1,72,exp,CMC,prod3,12,post1,23,73,5
118,cover,1,72,exp,CMC,prod1,3,post2,23,73,5
118,shave,1,72,exp,CMC,prod1,4,post2,23,73,5
118,lose,1,72,exp,CMC,prod1,5,post2,23,73,5
118,put,1,72,exp,CMC,prod1,6,post2,23,73,5
118,learn,1,72,exp,CMC,prod1,7,post2,23,73,5
118,change,1,72,exp,CMC,prod1,8,post2,23,73,5
118,receive,1,72,exp,CMC,prod1,9,post2,23,73,5
118,hang,1,72,exp,CMC,prod1,10,post2,23,73,5
118,take,1,72,exp,CMC,prod1,11,post2,23,73,5
118,cook,1,72,exp,CMC,prod1,12,post2,23,73,5
119,eat,1,52,exp,CMC,prod3,1,post1,38,78,8
119,record,1,52,exp,CMC,prod3,2,post1,38,78,8
119,organize,1,52,exp,CMC,prod3,3,post1,38,78,8
119,wash,1,52,exp,CMC,prod3,5,post1,38,78,8
119,pump,1,52,exp,CMC,prod3,6,post1,38,78,8
119,stack,1,52,exp,CMC,prod3,8,post1,38,78,8
119,measure,1,52,exp,CMC,prod3,9,post1,38,78,8
119,pour,1,52,exp,CMC,prod3,10,post1,38,78,8
119,wipe,1,52,exp,CMC,prod3,12,post1,38,78,8
119,harvest,1,52,exp,CMC,prod1,2,post2,38,78,8
119,cover,1,52,exp,CMC,prod1,3,post2,38,78,8
119,shave,1,52,exp,CMC,prod1,4,post2,38,78,8
119,put,1,52,exp,CMC,prod1,6,post2,38,78,8
119,learn,1,52,exp,CMC,prod1,7,post2,38,78,8
119,change,1,52,exp,CMC,prod1,8,post2,38,78,8
119,receive,1,52,exp,CMC,prod1,9,post2,38,78,8
119,hang,1,52,exp,CMC,prod1,10,post2,38,78,8
119,take,1,52,exp,CMC,prod1,11,post2,38,78,8
119,cook,1,52,exp,CMC,prod1,12,post2,38,78,8
120,mount,1,64,exp,CMC,prod2,3,a_pre,36,81,6
120,study,1,64,exp,CMC,prod2,4,a_pre,36,81,6
120,sing,1,64,exp,CMC,prod2,6,a_pre,36,81,6
120,eat,1,64,exp,CMC,prod3,1,post1,36,81,6
120,record,1,64,exp,CMC,prod3,2,post1,36,81,6
120,organize,1,64,exp,CMC,prod3,3,post1,36,81,6
120,wash,1,64,exp,CMC,prod3,5,post1,36,81,6
120,pump,1,64,exp,CMC,prod3,6,post1,36,81,6
120,perform,1,64,exp,CMC,prod3,7,post1,36,81,6
120,stack,1,64,exp,CMC,prod3,8,post1,36,81,6
120,measure,1,64,exp,CMC,prod3,9,post1,36,81,6
120,pour,1,64,exp,CMC,prod3,10,post1,36,81,6
120,have,1,64,exp,CMC,prod3,11,post1,36,81,6
120,wipe,1,64,exp,CMC,prod3,12,post1,36,81,6
120,harvest,1,64,exp,CMC,prod1,2,post2,36,81,6
120,learn,1,64,exp,CMC,prod1,7,post2,36,81,6
120,change,1,64,exp,CMC,prod1,8,post2,36,81,6
120,hang,1,64,exp,CMC,prod1,10,post2,36,81,6
121,pour,1,44,exp,CMC,prod3,10,a_pre,32,90,18
121,park,1,44,exp,CMC,prod1,1,post1,32,90,18
121,harvest,1,44,exp,CMC,prod1,2,post1,32,90,18
121,put,1,44,exp,CMC,prod1,6,post1,32,90,18
121,learn,1,44,exp,CMC,prod1,7,post1,32,90,18
121,change,1,44,exp,CMC,prod1,8,post1,32,90,18
121,receive,1,44,exp,CMC,prod1,9,post1,32,90,18
121,hang,1,44,exp,CMC,prod1,10,post1,32,90,18
121,cook,1,44,exp,CMC,prod1,12,post1,32,90,18
121,study,1,44,exp,CMC,prod2,4,post2,32,90,18
121,sing,1,44,exp,CMC,prod2,6,post2,32,90,18
121,cut,1,44,exp,CMC,prod2,7,post2,32,90,18
121,store,1,44,exp,CMC,prod2,8,post2,32,90,18
121,scrub,1,44,exp,CMC,prod2,11,post2,32,90,18
122,study,1,62,exp,CMC,prod2,4,a_pre,40,90,11
122,hear,1,62,exp,CMC,prod2,5,a_pre,40,90,11
122,sing,1,62,exp,CMC,prod2,6,a_pre,40,90,11
122,cut,1,62,exp,CMC,prod2,7,a_pre,40,90,11
122,wash,1,62,exp,CMC,prod3,5,post1,40,90,11
122,pump,1,62,exp,CMC,prod3,6,post1,40,90,11
122,perform,1,62,exp,CMC,prod3,7,post1,40,90,11
122,stack,1,62,exp,CMC,prod3,8,post1,40,90,11
122,measure,1,62,exp,CMC,prod3,9,post1,40,90,11
122,pour,1,62,exp,CMC,prod3,10,post1,40,90,11
122,have,1,62,exp,CMC,prod3,11,post1,40,90,11
122,park,1,62,exp,CMC,prod1,1,post2,40,90,11
122,lose,1,62,exp,CMC,prod1,5,post2,40,90,11
122,learn,1,62,exp,CMC,prod1,7,post2,40,90,11
122,receive,1,62,exp,CMC,prod1,9,post2,40,90,11
122,hang,1,62,exp,CMC,prod1,10,post2,40,90,11
123,cover,1,0,exp,CMC,prod1,3,post2,25,56,5
124,have,1,18,exp,CMC,prod3,11,post1,36,84,6
125,eat,1,2,exp,CMC,prod3,1,post1,10,69,5
130,set,1,23,exp,CMC,prod2,1,post1,35,67,3
130,mount,1,23,exp,CMC,prod2,3,post1,35,67,3
130,study,1,23,exp,CMC,prod2,4,post1,35,67,3
130,hear,1,23,exp,CMC,prod2,5,post1,35,67,3
130,sing,1,23,exp,CMC,prod2,6,post1,35,67,3
130,store,1,23,exp,CMC,prod2,8,post1,35,67,3
130,boil,1,23,exp,CMC,prod2,9,post1,35,67,3
130,scrub,1,23,exp,CMC,prod2,11,post1,35,67,3
130,harvest,1,23,exp,CMC,prod1,2,post2,35,67,3
130,cover,1,23,exp,CMC,prod1,3,post2,35,67,3
130,lose,1,23,exp,CMC,prod1,5,post2,35,67,3
130,put,1,23,exp,CMC,prod1,6,post2,35,67,3
130,learn,1,23,exp,CMC,prod1,7,post2,35,67,3
130,change,1,23,exp,CMC,prod1,8,post2,35,67,3
130,receive,1,23,exp,CMC,prod1,9,post2,35,67,3
130,hang,1,23,exp,CMC,prod1,10,post2,35,67,3
130,cook,1,23,exp,CMC,prod1,12,post2,35,67,3
131,eat,1,58,exp,CMC,prod3,1,post1,35,50,4
131,organize,1,58,exp,CMC,prod3,3,post1,35,50,4
131,display,1,58,exp,CMC,prod3,4,post1,35,50,4
131,wash,1,58,exp,CMC,prod3,5,post1,35,50,4
131,pump,1,58,exp,CMC,prod3,6,post1,35,50,4
131,perform,1,58,exp,CMC,prod3,7,post1,35,50,4
131,stack,1,58,exp,CMC,prod3,8,post1,35,50,4
131,have,1,58,exp,CMC,prod3,11,post1,35,50,4
131,set,1,58,exp,CMC,prod2,1,post2,35,50,4
131,mount,1,58,exp,CMC,prod2,3,post2,35,50,4
131,study,1,58,exp,CMC,prod2,4,post2,35,50,4
131,hear,1,58,exp,CMC,prod2,5,post2,35,50,4
131,sing,1,58,exp,CMC,prod2,6,post2,35,50,4
131,cut,1,58,exp,CMC,prod2,7,post2,35,50,4
131,drink,1,58,exp,CMC,prod2,12,post2,35,50,4
280,put,1,47,exp,FTF,prod1,6,post1,34,78,5
280,hang,1,47,exp,FTF,prod1,10,post1,34,78,5
280,cook,1,47,exp,FTF,prod1,12,post1,34,78,5
290,perform,1,22,exp,FTF,prod3,7,post1,32,68,1
290,stack,1,22,exp,FTF,prod3,8,post1,32,68,1
290,mount,1,22,exp,FTF,prod2,3,post2,32,68,1
1260,perform,1,78,exp,CMC,prod3,7,a_pre,22,56,10
1260,have,1,78,exp,CMC,prod3,11,a_pre,22,56,10
1260,set,1,78,exp,CMC,prod2,1,post1,22,56,10
1260,mount,1,78,exp,CMC,prod2,3,post1,22,56,10
1260,study,1,78,exp,CMC,prod2,4,post1,22,56,10
1260,hear,1,78,exp,CMC,prod2,5,post1,22,56,10
1260,sing,1,78,exp,CMC,prod2,6,post1,22,56,10
1260,cut,1,78,exp,CMC,prod2,7,post1,22,56,10
1260,store,1,78,exp,CMC,prod2,8,post1,22,56,10
1260,boil,1,78,exp,CMC,prod2,9,post1,22,56,10
1260,vacuum,1,78,exp,CMC,prod2,10,post1,22,56,10
1260,scrub,1,78,exp,CMC,prod2,11,post1,22,56,10
1260,drink,1,78,exp,CMC,prod2,12,post1,22,56,10
1270,put,1,56,exp,CMC,prod1,6,post1,24,68,6
1270,set,1,56,exp,CMC,prod2,1,post2,24,68,6
1270,mount,1,56,exp,CMC,prod2,3,post2,24,68,6
1270,study,1,56,exp,CMC,prod2,4,post2,24,68,6
1270,hear,1,56,exp,CMC,prod2,5,post2,24,68,6
1270,sing,1,56,exp,CMC,prod2,6,post2,24,68,6
1270,store,1,56,exp,CMC,prod2,8,post2,24,68,6
1270,boil,1,56,exp,CMC,prod2,9,post2,24,68,6
1280,sing,1,12,exp,CMC,prod2,6,a_pre,20,64,3
1280,store,1,12,exp,CMC,prod2,8,a_pre,20,64,3
1290,set,1,61,exp,CMC,prod2,1,post1,41,74,6
1290,select,1,61,exp,CMC,prod2,2,post1,41,74,6
1290,mount,1,61,exp,CMC,prod2,3,post1,41,74,6
1290,study,1,61,exp,CMC,prod2,4,post1,41,74,6
1290,hear,1,61,exp,CMC,prod2,5,post1,41,74,6
1290,sing,1,61,exp,CMC,prod2,6,post1,41,74,6
1290,cut,1,61,exp,CMC,prod2,7,post1,41,74,6
1290,store,1,61,exp,CMC,prod2,8,post1,41,74,6
1290,boil,1,61,exp,CMC,prod2,9,post1,41,74,6
1290,scrub,1,61,exp,CMC,prod2,11,post1,41,74,6
1290,pump,1,61,exp,CMC,prod3,6,post2,41,74,6
1290,perform,1,61,exp,CMC,prod3,7,post2,41,74,6
1290,stack,1,61,exp,CMC,prod3,8,post2,41,74,6
1290,pour,1,61,exp,CMC,prod3,10,post2,41,74,6
1290,have,1,61,exp,CMC,prod3,11,post2,41,74,6
58,pour,1,36,exp,FTF,prod3,10,a_pre,44,71,15
58,wipe,1,36,exp,FTF,prod3,12,a_pre,44,71,15
58,harvest,1,36,exp,FTF,prod1,2,post1,44,71,15
58,cover,1,36,exp,FTF,prod1,3,post1,44,71,15
58,put,1,36,exp,FTF,prod1,6,post1,44,71,15
58,learn,1,36,exp,FTF,prod1,7,post1,44,71,15
58,hang,1,36,exp,FTF,prod1,10,post1,44,71,15
58,set,1,36,exp,FTF,prod2,1,post2,44,71,15
58,select,1,36,exp,FTF,prod2,2,post2,44,71,15
58,mount,1,36,exp,FTF,prod2,3,post2,44,71,15
58,study,1,36,exp,FTF,prod2,4,post2,44,71,15
58,hear,1,36,exp,FTF,prod2,5,post2,44,71,15
58,sing,1,36,exp,FTF,prod2,6,post2,44,71,15
58,store,1,36,exp,FTF,prod2,8,post2,44,71,15
58,boil,1,36,exp,FTF,prod2,9,post2,44,71,15
58,drink,1,36,exp,FTF,prod2,12,post2,44,71,15
